2026-04-08 20:59:57,381 | INFO | Found 63 papers in parse_failures.json
2026-04-08 20:59:57,481 | INFO | [dw_queue] request=45/63 paper_id=2103.05526v1 title=Using AoI Forecasts in Communicating and Robust Distributed Model-Predictive Control
2026-04-08 20:59:57,481 | INFO | [dw_queue] request=46/63 paper_id=1611.02668v1 title=Computing the Laplace eigenvalue and level of Maass cusp forms
2026-04-08 20:59:57,481 | INFO | [dw_queue] request=47/63 paper_id=1606.08321v1 title=Regular variation of a random length sequence of random variables and application to risk assessment
2026-04-08 20:59:57,482 | INFO | [dw_queue] request=48/63 paper_id=2510.05723v2 title=Six loop critical exponent analysis for Lee-Yang and percolation theory
2026-04-08 20:59:57,482 | INFO | [dw_queue] request=49/63 paper_id=2510.04556v2 title=Model Monitoring: A General Framework with an Application to Non-life Insurance Pricing
2026-04-08 20:59:57,482 | INFO | [dw_queue] request=50/63 paper_id=2502.11788v2 title=Comparison of offset and ratio weighted regressions in tweedie models with application to mid-term cancellations
2026-04-08 20:59:57,482 | INFO | [dw_queue] request=51/63 paper_id=2212.00101v1 title=mCube: Multinomial Micro-level reserving Model
2026-04-08 20:59:57,482 | INFO | [dw_queue] request=52/63 paper_id=2203.07145v2 title=Bridging the gap between pricing and reserving with an occurrence and development model for non-life insurance claims
2026-04-08 20:59:57,482 | INFO | [dw_queue] request=53/63 paper_id=2312.04108v1 title=Current poisson's ratio values of finite element models are too low to consider soft tissues nearly-incompressible: illustration on the human heel region
2026-04-08 20:59:57,482 | INFO | [dw_queue] request=54/63 paper_id=1710.07468v2 title=Nonparametric estimation of multivariate distribution function for truncated and censored lifetime data
2026-04-08 20:59:57,483 | INFO | [dw_queue] request=55/63 paper_id=2206.08541v5 title=Ensemble distributional forecasting for insurance loss reserving
2026-04-08 20:59:57,483 | INFO | [dw_queue] request=56/63 paper_id=2302.09510v2 title=Smooth Backfitting for Additive Hazard Rates
2026-04-08 20:59:57,483 | INFO | [dw_queue] request=57/63 paper_id=2406.03252v2 title=Continuous-time modeling and bootstrap for chain-ladder reserving
2026-04-08 20:59:57,484 | INFO | [dw_queue] request=58/63 paper_id=2604.02400v1 title=Varying risk exposure in auto insurance: a weighted tweedie framework for experience rating an cancellation penalties
2026-04-08 20:59:57,484 | INFO | [dw_queue] request=59/63 paper_id=2004.06150v1 title=Assessing the Performance of the Discrete Generalised Pareto Distribution in Modelling Non-Life Insurance Claims
2026-04-08 20:59:57,484 | INFO | [dw_queue] request=60/63 paper_id=2007.07068v1 title=Modeling and measuring incurred claims risk liabilities for a multi-line property and casualty insurer
2026-04-08 20:59:57,485 | INFO | [dw_queue] request=61/63 paper_id=2512.20305v2 title=A Structured Nonparametric Framework for Nonlinear Accelerated Failure Time Models (KAN-AFT)
2026-04-08 20:59:57,485 | INFO | [dw_queue] request=62/63 paper_id=1810.08466v2 title=ALM for insurers with multiple underwriting lines and portfolio constraints: a Lagrangian duality approach
2026-04-08 20:59:57,485 | INFO | [dw_queue] request=63/63 paper_id=2008.05693v4 title=SynthETIC: an individual insurance claim simulator with feature control
2026-04-08 20:59:57,490 | INFO | Batch requests written to runs/batch_requests/batch_requests_20260408_205957_requeue_failures.jsonl
2026-04-08 20:59:58,198 | INFO | HTTP Request: POST https://api.doubleword.ai/v1/files "HTTP/1.1 201 Created"
2026-04-08 20:59:58,199 | INFO | Uploaded batch file: 34b2a4f1-8fd2-4603-bf49-94248773053a
2026-04-08 20:59:58,907 | INFO | HTTP Request: POST https://api.doubleword.ai/v1/batches "HTTP/1.1 201 Created"
2026-04-08 20:59:58,909 | INFO | Batch submitted: b4420167-800d-416e-bb79-662ca97ad8ce
2026-04-08 20:59:58,909 | INFO | Waiting for batch to complete...
2026-04-08 20:59:59,124 | INFO | HTTP Request: GET https://api.doubleword.ai/v1/batches/b4420167-800d-416e-bb79-662ca97ad8ce "HTTP/1.1 200 OK"
2026-04-08 20:59:59,131 | INFO | Status: validating
2026-04-08 20:59:59,131 | INFO | Completed: 0/63
2026-04-08 21:00:29,288 | INFO | HTTP Request: GET https://api.doubleword.ai/v1/batches/b4420167-800d-416e-bb79-662ca97ad8ce "HTTP/1.1 200 OK"
2026-04-08 21:00:29,291 | INFO | Status: completed
2026-04-08 21:00:29,291 | INFO | Completed: 63/63
2026-04-08 21:00:29,291 | INFO | Batch completed!
2026-04-08 21:00:29,347 | INFO | HTTP Request: GET https://api.doubleword.ai/v1/batches/b4420167-800d-416e-bb79-662ca97ad8ce "HTTP/1.1 200 OK"
2026-04-08 21:00:29,592 | INFO | HTTP Request: GET https://api.doubleword.ai/v1/files/3f2f6f91-b20a-4540-92bb-0bc1970fe321/content "HTTP/1.1 200 OK"
2026-04-08 21:00:29,819 | INFO | Parsed 2106.02446v1: score=2
2026-04-08 21:00:29,819 | INFO | Parsed 2510.05723v2: score=0
2026-04-08 21:00:29,819 | INFO | Parsed 2604.05143v1: score=2
2026-04-08 21:00:29,819 | INFO | Parsed 2107.01176v2: score=0
2026-04-08 21:00:29,819 | INFO | Parsed 2311.11900v2: score=2
2026-04-08 21:00:29,819 | INFO | Parsed 2504.09974v1: score=1
2026-04-08 21:00:29,819 | INFO | Parsed 2011.07828v1: score=2
2026-04-08 21:00:29,819 | INFO | Parsed 1804.06083v2: score=0
2026-04-08 21:00:29,819 | INFO | Parsed 2408.00003v1: score=3
2026-04-08 21:00:29,819 | INFO | Parsed 1909.00339v1: score=0
2026-04-08 21:00:29,820 | INFO | Parsed 2510.04556v2: score=3
2026-04-08 21:00:29,820 | INFO | Parsed 2505.17360v1: score=0
2026-04-08 21:00:29,820 | INFO | Parsed 2404.07248v1: score=6
2026-04-08 21:00:29,820 | INFO | Parsed 2602.20412v1: score=0
2026-04-08 21:00:29,820 | INFO | Parsed 2307.05366v1: score=0
2026-04-08 21:00:29,820 | INFO | Parsed 2103.05526v1: score=0
2026-04-08 21:00:29,820 | INFO | Parsed 2406.10733v1: score=3
2026-04-08 21:00:29,820 | INFO | Parsed 1810.07211v4: score=2
2026-04-08 21:00:29,820 | INFO | Parsed 2511.14441v1: score=2
2026-04-08 21:00:29,820 | INFO | Parsed 2306.09020v1: score=4
2026-04-08 21:00:29,820 | INFO | Parsed 1912.02423v2: score=7
2026-04-08 21:00:29,820 | INFO | Parsed 1606.08321v1: score=4
2026-04-08 21:00:29,820 | INFO | Parsed 2407.15177v1: score=0
2026-04-08 21:00:29,820 | INFO | Parsed 2105.14682v1: score=1
2026-04-08 21:00:29,820 | INFO | Parsed 1611.02668v1: score=0
2026-04-08 21:00:29,820 | INFO | Parsed 2411.12784v1: score=2
2026-04-08 21:00:29,820 | INFO | Parsed 1907.10271v1: score=2
2026-04-08 21:00:29,821 | INFO | Parsed 2406.03252v2: score=8
2026-04-08 21:00:29,821 | INFO | Parsed 1806.01928v3: score=4
2026-04-08 21:00:29,821 | INFO | Parsed 2212.07802v1: score=2
2026-04-08 21:00:29,821 | INFO | Parsed 1708.00059v1: score=1
2026-04-08 21:00:29,821 | INFO | Parsed 2404.10275v1: score=2
2026-04-08 21:00:29,821 | INFO | Parsed 2004.13455v1: score=2
2026-04-08 21:00:29,821 | INFO | Parsed 2004.06150v1: score=5
2026-04-08 21:00:29,821 | INFO | Parsed 2405.06261v4: score=2
2026-04-08 21:00:29,821 | INFO | Parsed 2502.11788v2: score=5
2026-04-08 21:00:29,821 | INFO | Parsed 2410.04369v1: score=5
2026-04-08 21:00:29,821 | INFO | Parsed 2104.11900v1: score=6
2026-04-08 21:00:29,821 | INFO | Parsed 2310.11471v2: score=5
2026-04-08 21:00:29,821 | INFO | Parsed 2604.02400v1: score=3
2026-04-08 21:00:29,821 | INFO | Parsed 2105.02344v2: score=2
2026-04-08 21:00:29,821 | INFO | Parsed 1805.08593v3: score=2
2026-04-08 21:00:29,821 | INFO | Parsed 2303.01923v3: score=5
2026-04-08 21:00:29,821 | INFO | Parsed 1908.11529v2: score=0
2026-04-08 21:00:29,821 | INFO | Parsed 2205.07334v1: score=9
2026-04-08 21:00:29,822 | INFO | Parsed 1710.07468v2: score=5
2026-04-08 21:00:29,822 | INFO | Parsed 2409.07795v2: score=3
2026-04-08 21:00:29,822 | INFO | Parsed 2008.05693v4: score=9
2026-04-08 21:00:29,822 | INFO | Parsed 2311.10917v1: score=2
2026-04-08 21:00:29,822 | INFO | Parsed 2106.10770v3: score=6
2026-04-08 21:00:29,822 | INFO | Parsed 2506.18136v1: score=2
2026-04-08 21:00:29,822 | INFO | Parsed 2302.09510v2: score=6
2026-04-08 21:00:29,822 | INFO | Parsed 2007.07068v1: score=8
2026-04-08 21:00:29,822 | INFO | Parsed 2405.09797v3: score=1
2026-04-08 21:00:29,822 | INFO | Parsed 2303.01129v5: score=6
2026-04-08 21:00:29,822 | INFO | Parsed 2212.00101v1: score=9
2026-04-08 21:00:29,822 | INFO | Parsed 2603.01821v1: score=2
2026-04-08 21:00:29,822 | INFO | Parsed 1810.08466v2: score=2
2026-04-08 21:00:29,822 | INFO | Parsed 2011.11959v2: score=2
2026-04-08 21:00:29,822 | INFO | Parsed 2312.04108v1: score=0
2026-04-08 21:00:29,822 | INFO | Parsed 2203.07145v2: score=8
2026-04-08 21:00:29,822 | INFO | Parsed 2206.08541v5: score=9
2026-04-08 21:00:29,822 | INFO | Parsed 2512.20305v2: score=7
2026-04-08 21:00:29,826 | INFO | Saved raw batch responses to runs/results/parsed/batch_b4420167-800d-416e-bb79-662ca97ad8ce_20260408_205957_raw.jsonl
2026-04-08 21:00:29,826 | INFO | Saved parsed evaluations to runs/results/parsed/batch_b4420167-800d-416e-bb79-662ca97ad8ce_20260408_205957_parsed_success.jsonl (63 entries)
2026-04-08 21:00:29,826 | INFO | Saved parse failures to runs/results/parsed/batch_b4420167-800d-416e-bb79-662ca97ad8ce_20260408_205957_parse_failures.jsonl (0 entries)
2026-04-08 21:00:29,826 | INFO | Parsed 63 results; 0 still failed
2026-04-08 21:00:29,827 | INFO | Supplementary digest written to runs/results/digest_20260408_205957_supplementary.md
2026-04-08 21:00:29,827 | INFO | Removed 63 resolved papers from parse_failures.json; 0 remain
